eventdate,series_name,episode_name,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
4/12/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,1199,149591,Friday,04/08/19
4/9/19,Parks and Recreation,Christmas Scandal,Bravo Chromecast App,Watch,1196,392898,Tuesday,04/08/19
4/4/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,1180,394078,Thursday,04/01/19
4/1/19,Parks and Recreation,Christmas Scandal,Bravo Samsung Smart TV App,Watch,1171,395249,Monday,04/01/19
4/10/19,Parks and Recreation,Christmas Scandal,DirecTV Now DMVPD,DMVPD,1160,150751,Wednesday,04/08/19
4/10/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,1148,396397,Wednesday,04/08/19
4/2/19,Parks and Recreation,Christmas Scandal,Dish Anywhere MVPD,MVPD,1110,25648,Tuesday,04/01/19
4/9/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,1071,397468,Tuesday,04/08/19
4/3/19,Parks and Recreation,Christmas Scandal,Hulu DMVPD,DMVPD,1068,151819,Wednesday,04/01/19
4/8/19,Parks and Recreation,Christmas Scandal,Bravo Chromecast App,Watch,1062,398530,Monday,04/08/19
4/8/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,1050,399580,Monday,04/08/19
4/11/19,Parks and Recreation,Christmas Scandal,DirecTV Now DMVPD,DMVPD,1038,152857,Thursday,04/08/19
4/11/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,955,400535,Thursday,04/08/19
4/11/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,917,153774,Thursday,04/08/19
3/29/19,Parks and Recreation,Christmas Scandal,Sony Vue DMVPD,DMVPD,915,154689,Friday,03/25/19
4/6/19,Parks and Recreation,Christmas Scandal,DirecTV Everywhere MVPD,MVPD,899,26547,Saturday,04/01/19
4/10/19,Parks and Recreation,Christmas Scandal,Sony Vue DMVPD,DMVPD,882,155571,Wednesday,04/08/19
4/4/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,852,401387,Thursday,04/01/19
4/9/19,Parks and Recreation,Christmas Scandal,Hulu DMVPD,DMVPD,779,156350,Tuesday,04/08/19
4/8/19,Parks and Recreation,Christmas Scandal,DirecTV Everywhere MVPD,MVPD,778,27325,Monday,04/08/19
4/7/19,Parks and Recreation,Christmas Scandal,DirecTV Everywhere MVPD,MVPD,771,28096,Sunday,04/01/19
4/2/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,751,402138,Tuesday,04/01/19
4/2/19,Parks and Recreation,Christmas Scandal,DirecTV Now DMVPD,DMVPD,734,157084,Tuesday,04/01/19
4/1/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,725,402863,Monday,04/01/19
4/8/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,712,157796,Monday,04/08/19
4/1/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,705,403568,Monday,04/01/19
3/29/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,681,404249,Friday,03/25/19
4/6/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,680,158476,Saturday,04/01/19
3/29/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,662,404911,Friday,03/25/19
4/2/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,652,159128,Tuesday,04/01/19
4/2/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,577,405488,Tuesday,04/01/19
4/7/19,Parks and Recreation,Christmas Scandal,DirecTV Now DMVPD,DMVPD,560,159688,Sunday,04/01/19
3/29/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,558,160246,Friday,03/25/19
3/30/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,521,406009,Saturday,03/25/19
4/2/19,Parks and Recreation,Christmas Scandal,Bravo Samsung Smart TV App,Watch,516,406525,Tuesday,04/01/19
4/9/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,509,407034,Tuesday,04/08/19
3/29/19,Parks and Recreation,Christmas Scandal,DirecTV Now DMVPD,DMVPD,505,160751,Friday,03/25/19
4/8/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,499,407533,Monday,04/08/19
3/31/19,Parks and Recreation,Christmas Scandal,Bravo Samsung Smart TV App,Watch,451,407984,Sunday,03/25/19
3/30/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,434,408418,Saturday,03/25/19
4/5/19,Parks and Recreation,Christmas Scandal,Sony Vue DMVPD,DMVPD,394,161145,Friday,04/01/19
4/5/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,362,408780,Friday,04/01/19
4/9/19,Parks and Recreation,Christmas Scandal,DirecTV Now DMVPD,DMVPD,337,161482,Tuesday,04/08/19
4/10/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,329,161811,Wednesday,04/08/19
4/1/19,Parks and Recreation,Christmas Scandal,Hulu DMVPD,DMVPD,295,162106,Monday,04/01/19
3/30/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,289,162395,Saturday,03/25/19
4/10/19,Parks and Recreation,Christmas Scandal,DirecTV Everywhere MVPD,MVPD,278,28374,Wednesday,04/08/19
3/31/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,276,409056,Sunday,03/25/19
4/7/19,Parks and Recreation,Christmas Scandal,Bravo Samsung Smart TV App,Watch,248,409304,Sunday,04/01/19
4/8/19,Parks and Recreation,Christmas Scandal,Bravo Samsung Smart TV App,Watch,194,409498,Monday,04/08/19
4/10/19,Parks and Recreation,Christmas Scandal,Hulu DMVPD,DMVPD,194,162589,Wednesday,04/08/19
3/30/19,Parks and Recreation,Christmas Scandal,Hulu DMVPD,DMVPD,188,162777,Saturday,03/25/19
3/29/19,Parks and Recreation,Christmas Scandal,Bravo Samsung Smart TV App,Watch,170,409668,Friday,03/25/19
4/6/19,Parks and Recreation,Christmas Scandal,Bravo Apple TV App,Watch,168,409836,Saturday,04/01/19
4/6/19,Parks and Recreation,Christmas Scandal,Hulu DMVPD,DMVPD,147,162924,Saturday,04/01/19
4/9/19,Parks and Recreation,Christmas Scandal,YouTube TV,DMVPD,131,163055,Tuesday,04/08/19
4/3/19,Parks and Recreation,Christmas Scandal,Sony Vue DMVPD,DMVPD,126,163181,Wednesday,04/01/19
4/1/19,Parks and Recreation,Christmas Scandal,DirecTV Now DMVPD,DMVPD,114,163295,Monday,04/01/19
4/3/19,Parks and Recreation,Christmas Scandal,Bravo Roku App,Watch,113,409949,Wednesday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1998,411947,Sunday,03/25/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1997,413944,Wednesday,04/01/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,1997,415941,Thursday,04/01/19
4/11/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1974,165269,Thursday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1972,167241,Wednesday,04/08/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,1969,417910,Saturday,04/01/19
4/10/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1967,169208,Wednesday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1959,419869,Wednesday,04/08/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1958,421827,Sunday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,1949,423776,Sunday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1946,425722,Saturday,04/01/19
4/2/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,1943,171151,Tuesday,04/01/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1939,427661,Tuesday,04/08/19
4/9/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1933,173084,Tuesday,04/08/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,1903,429564,Friday,04/01/19
3/30/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,1901,174985,Saturday,03/25/19
4/8/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1899,176884,Monday,04/08/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1891,431455,Tuesday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1871,433326,Sunday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1869,435195,Sunday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1866,437061,Monday,04/01/19
4/12/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,1859,438920,Friday,04/08/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1847,440767,Thursday,04/01/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,1839,442606,Tuesday,04/01/19
3/30/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,1833,178717,Saturday,03/25/19
4/12/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1830,444436,Friday,04/08/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1826,446262,Wednesday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,DirecTV Everywhere MVPD,MVPD,1825,30199,Sunday,04/01/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,1825,448087,Tuesday,04/08/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1815,449902,Friday,03/25/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,1814,451716,Thursday,04/01/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,1793,453509,Friday,03/25/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1782,455291,Saturday,03/25/19
4/6/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1782,180499,Saturday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,1740,457031,Monday,04/01/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1736,458767,Thursday,04/08/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1724,460491,Friday,04/01/19
4/3/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1710,182209,Wednesday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1702,462193,Sunday,03/25/19
4/6/19,Parks and Recreation,Greg Pikitis,DirecTV Everywhere MVPD,MVPD,1691,31890,Saturday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1673,463866,Monday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1646,183855,Sunday,03/25/19
4/5/19,Parks and Recreation,Greg Pikitis,DirecTV Everywhere MVPD,MVPD,1612,33502,Friday,04/01/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,1608,465474,Tuesday,04/08/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,1607,467081,Friday,04/01/19
4/12/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1596,468677,Friday,04/08/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1593,470270,Tuesday,04/08/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,1568,471838,Tuesday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,1567,185422,Sunday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,1564,186986,Sunday,04/01/19
3/30/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1557,188543,Saturday,03/25/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,1529,473367,Wednesday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,1527,474894,Sunday,04/01/19
4/11/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,1526,190069,Thursday,04/08/19
4/3/19,Parks and Recreation,Greg Pikitis,Dish Anywhere MVPD,MVPD,1519,35021,Wednesday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1515,476409,Sunday,03/25/19
4/5/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1513,191582,Friday,04/01/19
4/12/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1506,477915,Friday,04/08/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,1493,479408,Sunday,03/25/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,1489,480897,Monday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,1488,482385,Wednesday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1464,483849,Wednesday,04/08/19
4/7/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1447,193029,Sunday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1438,485287,Saturday,04/01/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,1437,486724,Wednesday,04/01/19
3/29/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1418,194447,Friday,03/25/19
4/4/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,1409,195856,Thursday,04/01/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1399,488123,Wednesday,04/08/19
3/30/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1398,197254,Saturday,03/25/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,1394,489517,Friday,03/25/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1367,490884,Sunday,03/25/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1344,492228,Sunday,04/01/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1343,493571,Tuesday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1332,198586,Sunday,03/25/19
3/29/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,1323,199909,Friday,03/25/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1319,494890,Tuesday,04/01/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1298,496188,Saturday,03/25/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,1295,497483,Thursday,04/08/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1290,498773,Saturday,04/01/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,1283,500056,Friday,04/01/19
4/12/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,1273,501329,Friday,04/08/19
4/5/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1272,201181,Friday,04/01/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1248,502577,Tuesday,04/01/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1239,503816,Tuesday,04/08/19
4/3/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,1212,202393,Wednesday,04/01/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,1200,505016,Friday,03/25/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1193,506209,Wednesday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,1190,507399,Monday,04/01/19
4/2/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1184,203577,Tuesday,04/01/19
4/8/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,1175,204752,Monday,04/08/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,1168,508567,Tuesday,04/08/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1131,509698,Thursday,04/08/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,1119,510817,Saturday,03/25/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1118,511935,Thursday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,1114,513049,Sunday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,1110,514159,Monday,04/01/19
4/8/19,Parks and Recreation,Greg Pikitis,DirecTV Everywhere MVPD,MVPD,1096,36117,Monday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,1070,205822,Wednesday,04/08/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,1068,515227,Friday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,1047,206869,Sunday,03/25/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,1032,516259,Thursday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,1019,207888,Sunday,04/01/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,1011,517270,Friday,03/25/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,1002,518272,Sunday,03/25/19
3/29/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,1001,208889,Friday,03/25/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,998,519270,Friday,03/25/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,990,520260,Sunday,03/25/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,983,521243,Wednesday,04/01/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,975,522218,Monday,04/08/19
4/12/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,955,209844,Friday,04/08/19
4/8/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,928,210772,Monday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,927,523145,Wednesday,04/08/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,927,524072,Friday,03/25/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,917,524989,Friday,04/01/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,907,525896,Thursday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,895,526791,Monday,04/01/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,869,527660,Tuesday,04/08/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,854,528514,Thursday,04/08/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo Android Tablet Apps,Watch,847,529361,Monday,04/08/19
4/12/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,836,530197,Friday,04/08/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,826,531023,Monday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,822,211594,Monday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,822,531845,Saturday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,820,212414,Saturday,04/01/19
4/7/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,817,532662,Sunday,04/01/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,801,533463,Monday,04/08/19
4/2/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,791,213205,Tuesday,04/01/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,791,534254,Thursday,04/01/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,770,535024,Saturday,03/25/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,757,535781,Tuesday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,752,213957,Saturday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,742,214699,Saturday,04/01/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,741,536522,Saturday,03/25/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,741,537263,Monday,04/08/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,719,537982,Saturday,03/25/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,711,538693,Thursday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,709,539402,Wednesday,04/08/19
4/2/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,687,540089,Tuesday,04/01/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,687,540776,Monday,04/08/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo Android TV App,Watch,677,541453,Monday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,671,542124,Sunday,03/25/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,667,542791,Friday,03/25/19
4/12/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,661,215360,Friday,04/08/19
4/9/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,649,216009,Tuesday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,629,543420,Wednesday,04/08/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,623,544043,Monday,04/08/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,605,544648,Wednesday,04/08/19
4/1/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,599,216608,Monday,04/01/19
4/4/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,592,217200,Thursday,04/01/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,589,545237,Wednesday,04/01/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,565,545802,Friday,04/01/19
4/11/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,559,217759,Thursday,04/08/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo Android TV App,Watch,532,546334,Tuesday,04/08/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,508,546842,Tuesday,04/08/19
4/2/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,486,218245,Tuesday,04/01/19
3/29/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,476,547318,Friday,03/25/19
4/10/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,461,218706,Wednesday,04/08/19
4/8/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,456,547774,Monday,04/08/19
4/9/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,455,548229,Tuesday,04/08/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,452,548681,Saturday,03/25/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,452,549133,Thursday,04/08/19
3/29/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,447,219153,Friday,03/25/19
4/3/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,426,549559,Wednesday,04/01/19
4/10/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,402,549961,Wednesday,04/08/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,391,550352,Thursday,04/08/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,385,550737,Friday,04/01/19
4/1/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,342,219495,Monday,04/01/19
4/9/19,Parks and Recreation,Greg Pikitis,YouTube TV,DMVPD,324,219819,Tuesday,04/08/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,294,551031,Saturday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo Apple TV App,Watch,280,551311,Saturday,04/01/19
4/11/19,Parks and Recreation,Greg Pikitis,Bravo FEP,Watch,274,551585,Thursday,04/08/19
4/3/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,243,220062,Wednesday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,242,551827,Saturday,04/01/19
4/5/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,231,552058,Friday,04/01/19
4/4/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,227,552285,Thursday,04/01/19
3/31/19,Parks and Recreation,Greg Pikitis,Bravo Samsung Smart TV App,Watch,215,552500,Sunday,03/25/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo iPad App,Watch,210,552710,Monday,04/01/19
4/4/19,Parks and Recreation,Greg Pikitis,Sony Vue DMVPD,DMVPD,197,220259,Thursday,04/01/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,187,552897,Saturday,03/25/19
4/5/19,Parks and Recreation,Greg Pikitis,Hulu DMVPD,DMVPD,185,220444,Friday,04/01/19
4/6/19,Parks and Recreation,Greg Pikitis,Bravo Roku App,Watch,171,553068,Saturday,04/01/19
4/9/19,Parks and Recreation,Greg Pikitis,DirecTV Everywhere MVPD,MVPD,169,36286,Tuesday,04/08/19
4/1/19,Parks and Recreation,Greg Pikitis,Bravo Chromecast App,Watch,165,553233,Monday,04/01/19
4/12/19,Parks and Recreation,Greg Pikitis,DirecTV Now DMVPD,DMVPD,137,220581,Friday,04/08/19
4/12/19,Parks and Recreation,Greg Pikitis,Bravo FireTV App,Watch,125,553358,Friday,04/08/19
3/30/19,Parks and Recreation,Greg Pikitis,Bravo iPhone App,Watch,103,553461,Saturday,03/25/19
4/2/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1998,555459,Tuesday,04/01/19
4/10/19,Parks and Recreation,Hunting Trip,DirecTV Everywhere MVPD,MVPD,1989,38275,Wednesday,04/08/19
4/8/19,Parks and Recreation,Hunting Trip,DirecTV Now DMVPD,DMVPD,1988,222569,Monday,04/08/19
4/1/19,Parks and Recreation,Hunting Trip,Bravo iPad App,Watch,1985,557444,Monday,04/01/19
